_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
383044541,2024-09-12,30.2474757,35.4695852,Maan,Petra,Yes,Sole proprietorship,مطعم أيوب السعيدات ,Accommodation and Food Services (Tourism(,Restaurants,مأكولات شعبية / سناكات / مشاوي / مندي / عصائر,776411018,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,3,0,2,1,0,0,3,1,1,0,0,0,0,0,0,1,شفات ساخن,2024-09-12,2024-09-12,20:45:19.198000,20:53:50.583000
383048005,2024-09-12,32.2729473,35.8997998,Jerash,Jerash Qasabah,Yes,Sole proprietorship,دراي كلين ابو دلبوح,Service Activities,Laundry services,غسل الملابس,6354570,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,21:00:00.303000,21:02:35.986000
383051698,2024-09-12,32.2730059,35.8998436,Jerash,Jerash Qasabah,Yes,Sole proprietorship,ابو احمد للخلويات,Wholesale and Retail Trade,Retail trade (electronics),بيع اكسسوارات للخلويات,798190086,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,21:02:59.850000,21:13:32.027000
383080550,2024-09-12,32.364003,35.663807,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,بقاله ابو راشد,Wholesale and Retail Trade,Retail trade (food),بقاله ومحمص,777136489,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:44:20.406000,20:47:36.255000
383080553,2024-09-12,32.3639802,35.6638161,Ajloun,Ajloun Qasabah,No,Not Registered,لا يوجد,Wholesale and Retail Trade,Retail trade (furniture),أدوات منزليه,777203842,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:48:04.218000,20:52:26.099000
383083680,2024-09-12,32.2730117,35.8997928,Jerash,Jerash Qasabah,Yes,Sole proprietorship,ابراهيم الخياط,Service Activities,Personal services,خياطة الملابس,776371653,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,21:14:43.785000,22:52:42.763000
383083684,2024-09-12,32.2730399,35.8998252,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مقهى شيشه,"Arts, Entertainment, and Recreation",Recreation,اراجيل ومشروبات باردة,790162358,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:53:29.735000,23:00:52.418000
383085412,2024-09-12,32.2730415,35.8998737,Jerash,Jerash Qasabah,Yes,Sole proprietorship,بلاك اوبس,"Arts, Entertainment, and Recreation",Recreation,العاب الالكترونية,779716032,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:01:58.586000,23:04:02.317000
383085415,2024-09-12,32.273048,35.8998657,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مياه القيروان,Wholesale and Retail Trade,Retail trade (general merchandise),محل فلترة مياه ,799684975,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:04:05.706000,23:06:26.951000
383085421,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,No,Not Registered,احمد للخضار والفواكه,Wholesale and Retail Trade,Retail trade (food),خضار وفواكه,778302433,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:50:51.788000,23:01:57.087000
383085422,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,No,Not Registered,مناحل المجد ,Wholesale and Retail Trade,Retail trade (food),مناحل عسل,779605538,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:02:49.502000,23:06:15.353000
383087273,2024-09-12,32.2731402,35.8997765,Jerash,Jerash Qasabah,Yes,Sole proprietorship,ابو رمزي,Information and Communication,Data processing,صيانة الأجهزة الخلوية,77927808,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:07:45.926000,23:09:51.807000
383087275,2024-09-12,32.273006,35.8996898,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مطعم المأمون,Wholesale and Retail Trade,Retail trade (food),مأكولات شعبية,776156711,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:09:56.427000,23:14:33.632000
383088243,2024-09-12,32.2730231,35.8997789,Jerash,Jerash Qasabah,Yes,Sole proprietorship,دجاج الطاحونة,Wholesale and Retail Trade,Retail trade (food),دواجن,799431113,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:15:41.353000,23:18:37.995000
383089137,2024-09-12,30.8082752,35.5902338,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,سوبر ماركت ايلان,Wholesale and Retail Trade,Retail trade (food),مجمدات مواد تنموية,778963542,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:21:04.463000,21:55:28.323000
383089139,2024-09-12,30.804841,35.6001475,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,عطارة الإيمان ,Wholesale and Retail Trade,Retail trade (general merchandise),الأدوية ,78965432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,21:56:03.058000,21:58:56.074000
383089142,2024-09-12,30.804841,35.6001475,Tafilah,Tafeleh Al-Qasabeh,No,Not Registered,محلات المهندس لمولد البناء,Wholesale and Retail Trade,Retail trade (general merchandise),مواد بناء,79765432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,21:59:01.317000,22:01:51.736000
383089144,2024-09-12,30.804841,35.6001475,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,سوبر ماركت عمر ,Wholesale and Retail Trade,Retail trade (food),المنوعات ع,77896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:01:54.974000,22:03:59.666000
383089148,2024-09-12,30.804841,35.6001475,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محمص اوشال ,Wholesale and Retail Trade,Retail trade (food),مكسرات شوكولاتة,77865432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:04:05.158000,22:06:22.998000
383089150,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محلات المنفرد,Wholesale and Retail Trade,Retail trade (food),تمور ,77865432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:06:49.886000,22:08:58.067000
383089155,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,فيحاء الشام ,Wholesale and Retail Trade,Retail trade (general merchandise),أغذية ,78965432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:10:01.835000,22:12:11.643000
383089160,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,No,Not Registered,078965432,Wholesale and Retail Trade,Retail trade (general merchandise),البضائع العامة مثل مستلزمات منزلية,77865345,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:12:14.169000,22:15:38.521000
383089164,2024-09-12,30.804841,35.6001475,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محلات قبس ,Wholesale and Retail Trade,Retail trade (general merchandise),منها الأدوات المنزلية ,78965432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:15:41.344000,22:19:10.292000
383089168,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مستر شاورما ,Wholesale and Retail Trade,Retail trade (food),الأطعمة والوجبات السريعة,7789654,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:19:16.195000,22:22:42.953000
383089173,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,عجوري مول  ,Wholesale and Retail Trade,Retail trade (general merchandise),كل ما يلزم البيت ,77896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:22:45.709000,22:25:40.214000
383089177,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,سمير للأحذية,Wholesale and Retail Trade,Retail trade (general merchandise),للأحذية ,78965432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:25:42.847000,22:28:26.977000
383089182,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مطعم أبو مازن ,Wholesale and Retail Trade,Retail trade (food),فلافل وحمص,77896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:28:54.112000,22:30:58.440000
383089186,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محلات ابو جود ,Wholesale and Retail Trade,Retail trade (apparel),منسوبات كتان قطن ,7896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:31:12.654000,22:33:33.250000
383089189,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,صيدلية منيب,Wholesale and Retail Trade,Retail trade (general merchandise),الأدوية وكل ما يلزم أي مريض,79876542,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:33:39.111000,22:37:00.998000
383089194,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,صيدلية الزخرف,Wholesale and Retail Trade,Retail trade (general merchandise),أدوية,79865432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:37:03.834000,22:39:48.763000
383089197,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مطعم شيف,Wholesale and Retail Trade,Retail trade (general merchandise),أكل ,798765432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:40:05.491000,22:43:38.438000
383089203,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مراكز طبية النخبة ,Human Health and Social Work Activities,Medical practices,يوجد بها جميع التخصصات الطبية ,79865456,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:43:40.973000,22:50:43.435000
383089205,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,ريانة العود,Wholesale and Retail Trade,Retail trade (general merchandise),العطور ,77896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:50:45.986000,22:55:57.963000
383089207,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,ريتاج,Wholesale and Retail Trade,Retail trade (general merchandise),عطور واكسسوارات,778965432,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:56:01.379000,22:58:42.740000
383089209,2024-09-12,30.8082752,35.5902338,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,ملبوسات ملاك,Wholesale and Retail Trade,Retail trade (apparel),ملابس,789876543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,22:58:48.739000,23:02:42.887000
383089211,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,معمل شتات لمواد البناء,Construction,Residential construction,لبناء البوت,78987435,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:02:45.738000,23:05:28.618000
383089214,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مشتل رحيق,Wholesale and Retail Trade,Retail trade (general merchandise),مكتبة عباد الرحمن ,78965456,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:05:31.735000,23:08:00.646000
383089217,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,صالون العمدة,Human Health and Social Work Activities,Welfare services,للحلاقة  ,77896543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:08:02.861000,23:09:59.194000
383089219,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,خضروات الغبابشة ,Wholesale and Retail Trade,Retail trade (food),الخضروات والفواكه ,77897543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:10:01.729000,23:11:52.524000
383089221,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مكتبة الطالب ,Wholesale and Retail Trade,Retail trade (general merchandise),المستلزمات المنزلية,7786543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:11:54.912000,23:13:55.070000
383089225,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محلات عبود ,Wholesale and Retail Trade,Retail trade (general merchandise),اكسسوارات ,78987654,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:13:57.698000,23:15:48.763000
383089228,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مياه الينابيع ,Wholesale and Retail Trade,Retail trade (general merchandise),المياه ,7786543567,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:15:51.721000,23:17:12.500000
383089230,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,محلات السلاسل للخلويات,Wholesale and Retail Trade,E-commerce,خلويان,7789876,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:17:17.259000,23:18:46.912000
383089234,2024-09-12,30.8046359,35.5998057,Tafilah,Tafeleh Al-Qasabeh,Yes,Sole proprietorship,مخابز ابو شراك ,Wholesale and Retail Trade,Retail trade (general merchandise),المخبوزات,7786543,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,23:18:49.246000,23:20:28.346000
383089526,2024-08-29,32.4941954596687,35.6841749222709,Irbid,Koorah,Yes,Sole proprietorship,High Gym,"Arts, Entertainment, and Recreation",Sports,نادي رياضي ,775943131,775943131,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,1,1,0,1,0,3,1,0,0,0,1,0,0,1,0,,2024-08-29,2024-09-12,08:46:43.134000,23:08:51.999000
383089535,2024-08-29,32.5098606,35.7057215,Irbid,Koorah,Yes,Sole proprietorship,شاورما و سناك YK,Accommodation and Food Services (Tourism(,Restaurants,مطعم وجبات سريعه ,797179659,797179659,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,,2024-08-29,2024-09-12,09:13:53.703000,23:22:43.005000
383089538,2024-09-08,32.519365,35.7065694,Irbid,Koorah,Yes,Sole proprietorship,أسواق يثرب,Wholesale and Retail Trade,Retail trade (general merchandise),أسواق تموينيه ,789153053,789153053,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,,2024-09-08,2024-09-12,07:28:26.729000,19:28:15.394000
383089543,2024-09-08,32.5546108,35.8509342,Irbid,Irbid Qasabah,Yes,Sole proprietorship,5G mobile ,Information and Communication,Telecommunications,صيانه الكترونيات و معرض هواتف ,790333993,790333993,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-12,08:36:53.730000,19:21:29.121000
383089546,2024-09-08,32.5545865,35.8508872,Irbid,Irbid Qasabah,Yes,Sole proprietorship,عياده الدكتور رضا المومني  ,Human Health and Social Work Activities,Clinics,عياده أمراض باطنيه و أمراض  القلب,797033890,797033890,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,,2024-09-08,2024-09-12,08:38:30.294000,19:17:38.033000
383089547,2024-09-08,32.5552908,35.8518882,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مكتب المحامي صالح فندي الرفاعي,Administrative and Support Services,Office administration,مكتب محاماه ,796993521,796993521,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-12,09:18:16.417000,19:14:04.867000
383089551,2024-09-08,32.5552464,35.8518197,Irbid,Irbid Qasabah,Yes,Sole proprietorship,عياده الدكتور محمد ابو دلو طب و جراحه اسنان,Human Health and Social Work Activities,Medical practices,عياده اسنان ,777304750,777304750,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-12,09:21:02.553000,19:05:45.609000
383089552,2024-09-08,32.5553415,35.8518619,Irbid,Irbid Qasabah,Yes,Sole proprietorship,عيادات رؤى ابراهيم غوانمه طب و جراحه اسنان,Human Health and Social Work Activities,Clinics,عيادات اسنان ,772358293,772358293,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,,2024-09-08,2024-09-12,09:22:22.255000,19:09:47.183000
383089554,2024-09-08,32.5559636,35.8518668,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مؤسسه الحصري للالبسه ,Wholesale and Retail Trade,Retail trade (apparel),مؤسسه لبيع الملابس ,786662499,786662499,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-12,09:28:32.124000,18:51:40.529000
383089556,2024-09-08,32.5560381,35.8518362,Irbid,Irbid Qasabah,Yes,Sole proprietorship,عياده الدكتور عمرو عماد السعدي ,Human Health and Social Work Activities,Medical practices,عياده اسنان,797292975,797292975,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-12,09:31:05.371000,17:48:56.784000
383089558,2024-09-08,32.5574796,35.8516138,Irbid,Irbid Qasabah,Yes,Sole proprietorship,صالون جوان للسيدات ,"Arts, Entertainment, and Recreation",Performing arts,بيوتي هاوس نسائي ,799679496,799679496,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-12,09:44:37.851000,21:57:51.315000
383089561,2024-09-08,32.5575265,35.8515679,Irbid,Irbid Qasabah,Yes,Sole proprietorship,سعيد حلاوه للتجميل ,Wholesale and Retail Trade,Wholesale trading,محل لبيع المواد التجميلية ,792656527,792656527,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-12,09:46:44.761000,17:44:13.124000
383089566,2024-09-08,32.5570372,35.8525128,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مؤسسه الدرايسه ,Wholesale and Retail Trade,Retail trade (apparel),مؤسسه ملابس و أدوات منزليه و احذيه ,797920753,797920753,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,4,0,3,0,1,0,4,1,1,0,0,0,1,1,0,0,,2024-09-08,2024-09-12,09:48:14.547000,17:41:50.562000
383089570,2024-09-08,32.5575375,35.8519502,Irbid,Irbid Qasabah,Yes,Sole proprietorship,البارون للادوات المنزليه ,Wholesale and Retail Trade,Retail trade (furniture),محل للادوات المنزليه و النثريات ,786270176,786270176,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-12,09:54:22.366000,17:35:32.051000
383089572,2024-09-08,32.5556482,35.8532193,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مختبرات الجامعه الطبيه ,Human Health and Social Work Activities,Medical practices,مختبر و تحاليل طبيه ,777310990,72440950,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,1,1,0,0,1,3,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-12,09:56:54.401000,17:31:10.955000
